id,number,name
792,6505 ,台塑化 
793,8926 ,台汽電 
794,9908 ,大台北 
795,9918 ,欣天然 
796,9926 ,新海 
797,9931 ,欣高 
798,9937 ,全國 
799,9103 ,美德醫療-DR 
800,910322 ,康師傅-DR 
801,910482 ,聖馬丁-DR 
802,9105 ,泰金寶-DR 
803,9106 ,新焦點-DR 
804,910708 ,恒大健-DR 
805,910801 ,金衛-DR 
806,910861 ,神州-DR 
807,9110 ,越南控-DR 
808,911608 ,明輝-DR 
809,911611 ,中泰山-DR 
810,911616 ,杜康-DR 
811,911619 ,耀傑-DR 
812,911622 ,泰聚亨-DR 
813,911626 ,MSH-DR 
814,911868 ,同方友友-DR 
815,912000 ,晨訊科-DR 
816,912398 ,友佳-DR 
817,9136 ,巨騰-DR 
818,9157 ,陽光能源-DR 
819,9188 ,精熙-DR 
820,1262 ,綠悅-KY 
821,1435 ,中福 
822,1516 ,川飛 
823,2062 ,橋椿 
824,2348 ,海悅 
825,2514 ,龍邦 
826,2904 ,匯僑 
827,3040 ,遠見 
828,4536 ,拓凱 
829,5871 ,中租-KY 
830,6184 ,大豐電 
831,6504 ,南六 
832,8033 ,雷虎 
833,8404 ,百和興業-KY 
834,8411 ,福貞-KY 
835,8422 ,可寧衛 
836,8427 ,基勝-KY 
837,9802 ,鈺齊-KY 
838,9902 ,台火 
839,9904 ,寶成 
840,9905 ,大華 
841,9907 ,統一實 
842,9910 ,豐泰 
843,9911 ,櫻花 
844,9914 ,美利達 
845,9917 ,中保 
846,9919 ,康那香 
847,9921 ,巨大 
848,9924 ,福興 
849,9925 ,新保 
850,9927 ,泰銘 
851,9928 ,中視 
852,9929 ,秋雨 
853,9930 ,中聯資源 
854,9933 ,中鼎 
855,9934 ,成霖 
856,9935 ,慶豐富 
857,9938 ,百和 
858,9939 ,宏全 
859,9940 ,信義 
860,9941 ,裕融 
861,9942 ,茂順 
862,9944 ,新麗 
863,9945 ,潤泰新 
864,9955 ,佳龍 
865,0050 ,元大台灣50 
866,0051 ,元大中型100 
867,0052 ,FB科技 
868,0053 ,元大電子 
869,0054 ,元大台商50 
870,0055 ,元大MSCI金融 
871,0056 ,元大高股息 
872,0057 ,FB摩台 
873,0058 ,FB發達 
874,0059 ,FB金融 
875,0061 ,元大寶滬深 
876,006203 ,元大MSCI台灣 
877,006204 ,永豐臺灣加權 
878,006205 ,FB上証 
879,006206 ,元大上證50 
880,006207 ,FH滬深 
881,006208 ,FB台50 
882,008201 ,BP上證50 
883,01001T ,土銀富邦R1 
884,01002T ,土銀國泰R1 
885,01003T ,兆豐新光R1 
886,01004T ,土銀富邦R2 
887,01007T ,兆豐國泰R2 
888,1799 ,易威 
889,1813 ,寶利徠 
890,3118 ,進階 
891,1258 ,其祥-KY 
892,4205 ,中華食 
893,4207 ,環泰 
894,4712 ,南璋 
895,4303 ,信立 
896,4304 ,勝昱 
897,4305 ,世坤 
898,8354 ,冠好 
899,9950 ,萬國通 
900,4401 ,東隆興 
901,4402 ,福大 
902,4406 ,新昕纖 
903,4413 ,飛寶 
904,4417 ,金洲 
905,4419 ,松懋 
906,4420 ,光明 
907,4429 ,聚紡 
908,4432 ,銘旺實 
909,1566 ,捷邦 
910,1570 ,力肯 
911,1580 ,新麥 
912,1586 ,和勤 
913,1591 ,駿吉-KY 
914,1597 ,直得 
915,1599 ,宏佳騰 
916,2066 ,世德 
917,2230 ,泰茂 
918,2233 ,宇隆 
919,3162 ,精確 
920,3226 ,至寶電 
921,3379 ,彬台 
922,4502 ,健信 
923,4503 ,金雨 
924,4506 ,崇友 
925,4510 ,高鋒 
926,4513 ,福裕 
927,4523 ,永彰 
928,4527 ,方土霖 
929,4528 ,江興鍛 
930,4530 ,宏易 
931,4533 ,協易機 
932,4534 ,慶騰 
933,4535 ,至興 
934,6122 ,擎邦 
935,6603 ,富強鑫 
936,6609 ,瀧澤科 
937,8083 ,瑞穎 
938,8107 ,大億科 
939,8255 ,朋程 
940,9951 ,皇田 
941,2061 ,風青 
942,4609 ,唐鋒 
943,1742 ,台蠟 
944,1787 ,福盈科 
945,4702 ,中美實 
946,4706 ,大恭 
947,4707 ,磐亞 
948,4711 ,永純 
949,4714 ,永捷 
950,4716 ,大立 
951,4721 ,美琪瑪 
952,4739 ,康普 
953,6506 ,雙邦 
954,6509 ,聚和 
955,1565 ,精華 
956,1593 ,祺驊 
957,1752 ,南光 
958,1777 ,生泰 
959,1781 ,合世 
960,1784 ,訊聯 
961,1788 ,杏昌 
962,1795 ,美時 
963,3317 ,尼克森 
964,3372 ,典範 
965,3438 ,類比科 
966,3176 ,基亞 
967,3205 ,佰研 
968,3218 ,大學光 
969,4102 ,永日 
970,4103 ,百略 
971,4105 ,東洋 
972,4107 ,邦特 
973,4109 ,穆拉德 
974,4111 ,濟生 
975,4114 ,健喬 
976,4120 ,友華 
977,4121 ,優盛 
978,4123 ,晟德 
979,4126 ,太醫 
980,4127 ,天良 
981,4128 ,中天 
982,4129 ,聯合 
983,4130 ,健亞 
984,4131 ,晶宇 
985,4138 ,曜亞 
986,4139 ,馬光-KY 
987,4152 ,台微體 
988,4153 ,鈺緯 
989,4154 ,康樂-KY 
990,4157 ,太景*-KY 
991,4160 ,創源 
992,4161 ,聿新科 
993,4162 ,智擎 
994,4163 ,鐿鈦 
995,4168 ,醣聯 
996,4173 ,久裕 
997,4175 ,杏一 
998,4180 ,安成藥 
999,4726 ,永昕 
1000,4728 ,雙美 
1001,4735 ,豪展 
1002,4736 ,泰博 
1003,4743 ,合一 
1004,4745 ,合富-KY 
1005,4747 ,強生 
1006,4911 ,德英 
1007,6130 ,基因 
1008,6242 ,立康 
1009,8403 ,盛弘 
1010,8406 ,金可-KY 
1011,8409 ,商之器 
1012,8432 ,東生華 
1013,8436 ,大江 
1014,2035 ,唐榮 
1015,2063 ,世鎧 
1016,5009 ,榮剛 
1017,5011 ,久陽 
1018,5013 ,強新 
1019,5014 ,建錩 
1020,5015 ,華祺 
1021,5016 ,松和 
1022,6248 ,沛波 
1023,8349 ,恒耀 
1024,8930 ,青鋼 
1025,9962 ,有益 
1026,5102 ,富強 
1027,3073 ,普格 
1028,3105 ,穩懋 
1029,3141 ,晶宏 
1030,3169 ,亞信 
1031,3188 ,鑫龍騰 
1032,3219 ,倚強 
1033,3227 ,原相 
1034,3228 ,金麗科 
1035,3259 ,鑫創 
1036,3260 ,威剛 
1037,3264 ,欣銓 
1038,3265 ,台星科 
1039,3268 ,海德威 
1040,3291 ,遠翔科 
1041,5490 ,同亨 
1042,6105 ,瑞傳 
1043,6121 ,新普 
1044,3527 ,聚積 
1045,3529 ,力旺 
1046,3553 ,力積 
1047,3555 ,重鳥鵬 
1048,3556 ,禾瑞亞 
1049,3567 ,逸昌 
1050,3658 ,漢微科 
1051,3675 ,德微 
1052,3680 ,家登 
1053,4947 ,昂寶-KY 
1054,4966 ,譜瑞-KY 
1055,4971 ,IET-KY 
1056,4973 ,廣穎 
1057,5272 ,笙科 
1058,5274 ,信驊 
1059,5302 ,太欣 
1060,5314 ,世紀 
1061,5344 ,立衛 
1062,5347 ,世界 
1063,5351 ,鈺創 
1064,5425 ,台半 
1065,5455 ,訊利電 
1066,5468 ,凱鈺 
1067,5483 ,中美晶 
1068,5487 ,通泰 
1069,6103 ,合邦 
1070,6104 ,創惟 
1071,6129 ,普誠 
1072,6138 ,茂達 
1073,6147 ,頎邦 
1074,6182 ,合晶 
1075,6198 ,凌泰 
1076,6223 ,旺矽 
1077,6229 ,研通 
1078,6233 ,旺玖 
1079,6237 ,驊訊 
1080,6261 ,久元 
1081,6287 ,元隆 
1082,6291 ,沛亨 
1083,6411 ,晶焱 
1084,8024 ,佑華 
1085,8040 ,九暘 
1086,8054 ,安國 
1087,8079 ,誠遠 
1088,8086 ,宏捷科 
1089,8088 ,品安 
1090,8277 ,商丞 
1091,1569 ,濱川 
1092,3071 ,協禧 
1093,3088 ,艾訊 
1094,3211 ,順達 
1095,3213 ,茂訊 
1096,3287 ,廣寰科 
1097,3323 ,加百裕 
1098,3325 ,旭品 
1099,3479 ,安勤 
1100,3483 ,力致 
1101,3521 ,鴻翊 
1102,3540 ,曜越 
1103,3577 ,泓格 
1104,3594 ,磐儀 
1105,3611 ,鼎翰 
1106,3625 ,西勝 
1107,3652 ,精聯 
1108,3693 ,營邦 
1109,4924 ,欣厚-KY 
1110,4987 ,科誠 
1111,5289 ,宜鼎 
1112,5304 ,鼎創達 
1113,5356 ,協益 
1114,5384 ,捷元 
1115,5386 ,青雲 
1116,5426 ,振發 
1117,5438 ,東友 
1118,5450 ,寶聯通 
1119,5465 ,富驊 
1120,5474 ,聰泰 
1121,3632 ,研勤 
1122,3664 ,安瑞-KY 
1123,3684 ,榮昌 
1124,6123 ,上奇 
1125,6150 ,撼訊 
1126,6160 ,欣技 
1127,6161 ,捷波 
1128,6188 ,廣明 
1129,6222 ,上揚 
1130,6228 ,全譜 
1131,6276 ,安鈦克 
1132,6298 ,崴強 
1133,8050 ,廣積 
1134,8076 ,伍豐 
1135,8234 ,新漢 
1136,8299 ,群聯 
1137,8410 ,森田 
1138,3066 ,李洲 
1139,3128 ,昇銳 
1140,3230 ,錦明 
1141,3297 ,杭特 
1142,3339 ,泰谷 
1143,3362 ,先進光 
1144,3428 ,光燿科 
1145,3434 ,哲固 
1146,3441 ,聯一光 
1147,3452 ,益通 
1148,3455 ,由田 
1149,3490 ,單井 
1150,3516 ,亞帝歐 
1151,3522 ,宏森 
1152,3523 ,迎輝 
1153,3531 ,先益 
1154,3562 ,頂晶科 
1155,3615 ,安可 
1156,3623 ,富晶通 
1157,3629 ,群富通 
1158,3630 ,新鉅科 
1159,3685 ,元創精密 
1160,3691 ,碩禾 
1161,4729 ,熒茂 
1162,4933 ,友輝 
1163,4944 ,兆遠 
1164,4972 ,湯石照明 
1165,4995 ,晶達 
1166,5230 ,雷笛克光學 
1167,5251 ,天鉞電 
1168,5315 ,光聯 
1169,5371 ,中光電 
1170,5392 ,應華 
1171,5432 ,達威 
1172,5443 ,均豪 
1173,6125 ,廣運 
1174,6167 ,久正 
1175,6234 ,高僑 
1176,6244 ,茂迪 
1177,6246 ,臺龍 
1178,8049 ,晶采 
1179,8064 ,東捷 
1180,8069 ,元太 
1181,8087 ,華鎂鑫 
1182,8111 ,立碁 
1183,8240 ,華宏 
1184,3068 ,美磊 
1185,3095 ,及成 
1186,3152 ,璟德 
1187,3163 ,波若威 
1188,3221 ,台嘉碩 
1189,3234 ,光環 
1190,3290 ,東浦 
1191,3299 ,帛漢 
1192,3306 ,鼎天 
1193,3363 ,上詮 
1194,3431 ,長天 
1195,3466 ,致振 
1196,3491 ,昇達科 
1197,3499 ,環天科 
1198,3558 ,神準 
1199,3564 ,其陽 
1200,5460 ,同協 
1201,5464 ,霖宏 
1202,5475 ,德宏 
1203,4903 ,聯光通 
1204,4905 ,台聯電 
1205,4908 ,前鼎 
1206,4909 ,新復興 
1207,4979 ,華星光 
1208,5348 ,系通 
1209,5353 ,台林 
1210,6109 ,亞元 
1211,6143 ,振曜 
1212,6163 ,華電網 
1213,6170 ,統振 
1214,6190 ,萬泰科 
1215,6218 ,豪勉 
1216,6241 ,易通展 
1217,6245 ,立端 
1218,6263 ,普萊德 
1219,8034 ,榮群 
1220,8048 ,德勝 
1221,8059 ,凱碩 
1222,8082 ,漢承泰 
1223,8097 ,常珵 
1224,8171 ,天宇 
1225,8176 ,智捷 
1226,1333 ,恩得利 
1227,1336 ,台翰 
1228,1595 ,川寶 
1229,1815 ,富喬 
1230,3078 ,僑威 
1231,3089 ,遠昇 
1232,3092 ,鴻碩 
1233,3114 ,好德 
1234,3115 ,寶島極 
1235,3144 ,新揚科 
1236,3191 ,和進 
1237,3202 ,樺晟 
1238,3206 ,志豐 
1239,3207 ,耀勝 
1240,3217 ,優群 
1241,3236 ,千如 
1242,3276 ,宇環 
1243,3288 ,點晶 
1244,3294 ,英濟 
1245,3310 ,佳穎 
1246,3313 ,斐成 
1247,3322 ,建舜電 
1248,3332 ,幸康 
1249,3354 ,律勝 
1250,3388 ,崇越電 
1251,3390 ,旭軟 
1252,3465 ,祥業 
1253,3484 ,崧騰 
1254,3511 ,矽瑪 
1255,3512 ,能緹 
1256,3520 ,振維 
1257,3526 ,凡甲 
1258,3537 ,堡達 
1259,3548 ,兆利 
1260,3609 ,東林 
1261,3624 ,光頡 
1262,3631 ,晟楠 
1263,3646 ,艾恩特 
1264,3689 ,湧德 
1265,4939 ,亞電 
1266,4974 ,亞泰 
1267,5227 ,立凱-KY 
1268,5309 ,系統電 
1269,5317 ,凱美 
1270,5321 ,友銓 
1271,5328 ,華容 
1272,5340 ,建榮 
1273,5345 ,天揚 
1274,5349 ,先豐 
1275,5355 ,佳總 
1276,5381 ,合正 
1277,5398 ,力瑋 
1278,5439 ,高技 
1279,5457 ,宣德 
1280,5310 ,天剛 
1281,5403 ,中菲 
1282,5410 ,國眾 
1283,5480 ,統盟 
1284,5481 ,華韡 
1285,5488 ,松普 
1286,5491 ,連展 
1287,5498 ,凱崴 
1288,6101 ,弘捷 
1289,6107 ,華美 
1290,6114 ,久威 
1291,6124 ,業強 
1292,6126 ,信音 
1293,6127 ,九豪 
1294,6134 ,萬旭 
1295,6156 ,松上 
1296,6158 ,禾昌 
1297,6173 ,信昌電 
1298,6174 ,安碁 
1299,6175 ,立敦 
1300,6185 ,幃翔 
1301,6194 ,育富 
1302,6203 ,海韻電 
1303,6204 ,艾華 
1304,6207 ,雷科 
1305,6208 ,日揚 
1306,6210 ,慶生 
1307,6217 ,中探針 
1308,6220 ,岳豐 
1309,6259 ,百徽 
1310,6266 ,泰詠 
1311,6274 ,台燿 
1312,6279 ,胡連 
1313,6284 ,佳邦 
1314,6290 ,良維 
1315,6292 ,迅德 
1316,8038 ,長園科 
1317,8042 ,金山電 
1318,8043 ,蜜望實 
1319,8071 ,能率豐 
1320,8074 ,鉅橡 
1321,8080 ,奧斯特 
1322,8091 ,翔名 
1323,8093 ,保銳 
1324,8109 ,博大 
1325,8121 ,越峰 
1326,8147 ,正淩 
1327,8155 ,博智 
1328,8182 ,加高 
1329,8287 ,英格爾 
1330,8289 ,泰藝 
1331,8291 ,尚茂 
1332,8358 ,金居 
1333,3224 ,三顧 
1334,3232 ,昱捷 
1335,3360 ,尚立 
1336,3444 ,利機 
1337,6113 ,亞矽 
1338,6118 ,建達 
1339,6154 ,順發 
1340,6227 ,茂綸 
1341,6265 ,方土昶 
1342,6270 ,倍微 
1343,8032 ,光菱 
1344,8067 ,志旭 
1345,8068 ,全達 
1346,8084 ,巨虹 
1347,8096 ,擎亞 
1348,3085 ,久大 
1349,3570 ,大塚 
1350,4953 ,緯軟 
1351,4965 ,商店街 
1352,5201 ,凱衛 
1353,5202 ,力新 
1354,5209 ,新鼎 
1355,5210 ,寶碩 
1356,5211 ,蒙恬 
1357,5212 ,凌網 
1358,5287 ,數字 
1359,2718 ,晶悅 
1360,2719 ,燦星旅 
1361,2724 ,富驛-KY 
1362,6140 ,訊達 
1363,6148 ,驊宏資 
1364,6221 ,晉泰 
1365,6231 ,系微 
1366,6240 ,松崗 
1367,8044 ,網家 
1368,8099 ,大世科 
1369,8416 ,實威 
1370,1785 ,光洋科 
1371,3067 ,全域 
1372,3093 ,港建 
1373,3131 ,弘塑 
1374,3285 ,微端 
1375,3289 ,宜特 
1376,3303 ,岱稜 
1377,3324 ,雙鴻 
1378,3373 ,熱映 
1379,3402 ,漢科 
1380,3498 ,陽程 
1381,3508 ,位速 
1382,3541 ,西柏 
1383,3551 ,世禾 
1384,3552 ,同致 
1385,3563 ,牧德 
1386,3580 ,友威科 
1387,3587 ,閎康 
1388,3628 ,盈正 
1389,3642 ,駿熠電 
1390,3663 ,鑫科 
1391,5205 ,漢康 
1392,5383 ,金利 
1393,5452 ,佶優 
1394,5489 ,彩富 
1395,5493 ,三聯 
1396,5536 ,聖暉 
1397,6146 ,耕興 
1398,6151 ,晉倫 
1399,6187 ,萬潤 
1400,6238 ,勝麗 
1401,6247 ,淇譽電 
1402,6275 ,元山 
1403,8047 ,星雲 
1404,8085 ,福華 
1405,8092 ,建暐 
1406,8183 ,精星 
1407,8383 ,千附 
1408,2596 ,綠意 
1409,3489 ,森寶 
1410,4113 ,聯上 
1411,4416 ,三圓 
1412,4907 ,富宇 
1413,5206 ,坤悅 
1414,5213 ,亞昕 
1415,5324 ,士開 
1416,5508 ,永信建 
1417,5511 ,德昌 
1418,5512 ,力麒 
1419,5514 ,三豐 
1420,5516 ,雙喜 
1421,5520 ,力泰 
1422,5523 ,豐謙 
1423,5529 ,志嘉 
1424,6171 ,亞銳士 
1425,6186 ,新潤 
1426,6212 ,理銘 
1427,6219 ,富旺 
1428,6264 ,富裔 
1429,8424 ,惠普 
1430,2636 ,台驊 
1431,5601 ,台聯櫃 
1432,5603 ,陸海 
1433,5604 ,中連貨 
1434,5609 ,中菲行 
1435,1259 ,安心 
1436,6294 ,智基 
1437,6803 ,崑鼎 
1438,8390 ,金益鼎 
1439,2729 ,瓦城 
1440,2734 ,易飛網 
1441,5301 ,寶得利 
1442,5364 ,力麗店 
1443,5701 ,劍湖山 
1444,5703 ,亞都 
1445,5704 ,老爺知 
1446,5820 ,日盛金 
1447,6015 ,宏遠證 
1448,6016 ,康和證 
1449,6020 ,大展證 
1450,6021 ,大慶證 
1451,6022 ,大眾證 
1452,6023 ,元大期 
1453,6024 ,群益期 
1454,2916 ,滿心 
1455,2924 ,東凌-KY 
1456,3171 ,新洲 
1457,5902 ,德記 
1458,5903 ,全家 
1459,5904 ,寶雅 
1460,5905 ,南仁湖 
1461,6195 ,詩肯 
1462,8066 ,來思達 
1463,8433 ,弘帆 
1464,8941 ,關中 
1465,9960 ,邁達康 
1466,8908 ,欣雄 
1467,8917 ,欣泰 
1468,8927 ,北基 
1469,8931 ,大汽電 
1470,2926 ,誠品生活 
1471,3064 ,泰偉 
1472,3083 ,網龍 
1473,3086 ,華義 
1474,3293 ,鈊象 
1475,3546 ,宇峻 
1476,3662 ,樂陞 
1477,3687 ,歐買尬 
1478,4946 ,辣椒 
1479,5263 ,智崴 
1480,5278 ,尚凡 
1481,5478 ,智冠 
1482,6111 ,大宇資 
1483,6144 ,得利影 
1484,6169 ,昱泉 
1485,6180 ,橘子 
1486,6508 ,惠光 
1487,8446 ,華研 
1488,8923 ,時報 
1489,9949 ,琉園 
1490,6199 ,天品 
1491,911613 ,特藝-DR 
1492,1584 ,精剛 
1493,2221 ,大甲 
1494,2640 ,大車隊 
1495,3252 ,海灣 
1496,3284 ,太普高 
1497,4430 ,耀億 
1498,4529 ,昶洧 
1499,4950 ,牧東 
1500,5306 ,桂盟 
1501,5312 ,寶島科 
1502,5395 ,圓方 
1503,5530 ,龍巖 
1504,6179 ,亞通 
1505,6236 ,康呈 
1506,8401 ,白紗科 
1507,8418 ,捷必勝-KY 
1508,8421 ,旭源 
1509,8423 ,保綠-KY 
1510,8426 ,紅木-KY 
1511,8435 ,鉅邁 
1512,8905 ,裕國 
1513,8906 ,花王 
1514,8913 ,全銓 
1515,8916 ,光隆 
1516,8921 ,沈氏 
1517,8924 ,大田 
1518,8928 ,鉅明 
1519,8929 ,富堡 
1520,8932 ,宏大 
1521,8933 ,愛地雅 
1522,8934 ,衡平 
1523,8935 ,邦泰 
1524,8936 ,國統 
1525,8937 ,合騏 
1526,8938 ,明安 
1527,8942 ,森鉅 
